"Registration.date","Total.usage.time","Pets","Carpet.score","Sent.for.repair","Failure.date","Battery.status","Impact.status","IR.status","Possession.time"
2016-01-27,2007,0,3,0,2019-12-31,0,0,0,34416
2019-12-20,12,0,3,0,2019-12-31,0,0,0,264
2017-06-24,447,0,2,0,2019-12-31,0,0,0,22080
2017-01-28,2486,1,4,0,2019-12-31,0,0,0,25608
2015-04-06,1406,1,3,1,2016-11-07,1,0,0,13944
2019-12-02,31,0,3,0,2019-12-31,0,0,0,696
2015-11-29,2061,1,2,0,2019-12-31,0,0,0,35832
2018-08-06,417,0,4,0,2019-12-31,0,0,0,12288
2017-10-09,1311,1,4,0,2019-12-31,0,0,0,19512
2015-09-28,1557,1,3,1,2018-05-12,1,0,0,22968
2018-01-13,819,0,4,0,2019-12-31,0,0,0,17208
2016-01-31,1511,0,3,1,2019-11-15,1,0,0,33216
2017-05-09,1992,1,3,0,2019-12-31,0,0,0,23184
2019-05-05,260,1,1,0,2019-12-31,0,0,0,5760
2016-02-05,822,0,4,0,2019-12-31,0,0,0,34200
2019-01-11,313,0,4,0,2019-12-31,0,0,0,8496
2018-08-14,923,1,4,0,2019-12-31,0,0,0,12096
2017-08-05,655,1,2,1,2018-05-21,0,0,1,6936
2019-07-16,112,0,7,0,2019-12-31,0,0,0,4032
2015-02-12,1305,1,2,1,2016-06-29,1,0,0,12072
2016-05-15,1953,0,3,0,2019-12-31,0,0,0,31800
2017-04-07,1293,0,3,0,2019-12-31,0,0,0,23952
2017-08-12,1110,0,3,0,2019-12-31,0,0,0,20904
2017-05-10,1079,1,3,0,2019-12-31,0,0,0,23160
2016-06-27,1172,0,5,0,2019-12-31,0,0,0,30768
2015-10-09,1212,0,2,0,2019-12-31,0,0,0,37056
2017-05-04,1167,0,6,0,2019-12-31,0,0,0,23304
2018-03-25,1014,1,4,0,2019-12-31,0,0,0,15504
2017-10-26,812,0,3,0,2019-12-31,0,0,0,19104
2018-07-13,487,0,3,0,2019-12-31,0,0,0,12864
2017-04-18,1939,1,4,0,2019-12-31,0,0,0,23688
2016-07-19,1237,0,3,0,2019-12-31,0,0,0,30240
2016-10-21,2641,1,4,1,2019-12-06,1,0,0,27384
2017-06-08,817,0,1,0,2019-12-31,0,0,0,22464
2016-08-05,1479,1,2,1,2019-02-17,0,0,1,22224
2018-06-19,907,1,3,1,2019-03-10,1,0,0,6336
2017-07-26,391,1,2,0,2019-12-31,0,0,0,21312
2018-08-05,504,0,2,0,2019-12-31,0,0,0,12312
2017-02-06,1137,0,3,0,2019-12-31,0,0,0,25392
2015-09-16,1168,0,5,0,2019-12-31,0,0,0,37608
2016-06-19,3043,1,4,1,2019-12-21,1,0,0,30720
2018-06-15,1486,1,5,0,2019-12-31,0,0,0,13536
2018-03-27,840,1,4,0,2019-12-31,0,0,0,15456
2017-05-17,1100,0,2,0,2019-12-31,0,0,0,22992
2018-04-14,1347,1,1,0,2019-12-31,0,0,0,15024
2016-02-12,2653,1,5,1,2019-04-09,1,0,0,27648
2017-11-02,1819,1,1,0,2019-12-31,0,0,0,18936
2019-11-12,50,0,1,0,2019-12-31,0,0,0,1176
2015-09-05,1193,1,2,0,2019-12-31,0,0,0,37872
2018-08-25,938,1,2,0,2019-12-31,0,0,0,11832
2018-04-13,1074,1,6,1,2019-10-14,1,0,0,13176
2019-05-24,265,0,4,0,2019-12-31,0,0,0,5304
2018-04-29,1262,1,4,0,2019-12-31,0,0,0,14664
2016-08-18,1056,1,3,0,2019-12-31,0,0,0,29520
2016-12-10,1389,0,2,0,2019-12-31,0,0,0,26784
2015-04-12,1275,1,3,0,2019-12-31,0,0,0,41376
2018-07-20,523,0,2,0,2019-12-31,0,0,0,12696
2016-06-10,1665,0,6,0,2019-12-31,0,0,0,31176
2019-06-26,519,1,3,0,2019-12-31,0,0,0,4512
2019-03-28,341,1,4,0,2019-12-31,0,0,0,6672
2018-02-21,1841,1,2,0,2019-12-31,0,0,0,16272
2018-09-20,1208,1,5,0,2019-12-31,0,0,0,11208
2018-11-21,435,0,4,0,2019-12-31,0,0,0,9720
2019-11-23,35,0,4,0,2019-12-31,0,0,0,912
2019-07-02,138,0,7,0,2019-12-31,0,0,0,4368
2015-08-15,3270,1,3,1,2019-04-26,0,1,0,32400
2019-10-04,82,0,4,0,2019-12-31,0,0,0,2112
2016-11-18,476,0,4,0,2019-12-31,0,0,0,27312
2016-07-29,2195,1,4,1,2018-12-23,1,0,0,21048
2017-12-14,604,0,4,0,2019-12-31,0,0,0,17928
2016-09-15,986,0,3,1,2019-05-13,0,0,1,23280
2018-05-28,771,0,2,0,2019-12-31,0,0,0,13968
2016-11-08,1614,0,2,0,2019-12-31,0,0,0,27552
2017-02-05,2133,1,5,1,2019-02-22,1,0,0,17928
2019-04-28,182,0,2,0,2019-12-31,0,0,0,5928
2019-08-06,169,0,4,0,2019-12-31,0,0,0,3528
2018-08-07,1051,1,2,0,2019-12-31,0,0,0,12264
2018-12-20,451,1,4,0,2019-12-31,0,0,0,9024
2019-02-26,598,1,1,0,2019-12-31,0,0,0,7392
2018-09-29,1376,1,2,0,2019-12-31,0,0,0,10992
2018-02-03,1170,1,6,0,2019-12-31,0,0,0,16704
2016-12-27,160,0,3,1,2017-05-17,0,0,1,3384
2016-12-06,2243,1,1,0,2019-12-31,0,0,0,26880
2019-06-04,225,0,2,0,2019-12-31,0,0,0,5040
2015-05-13,1074,0,3,0,2019-12-31,0,0,0,40632
2018-03-26,328,0,3,0,2019-12-31,0,0,0,15480
2015-03-22,1186,0,3,1,2018-09-02,1,0,0,30240
2016-05-01,2597,1,1,0,2019-12-31,0,0,0,32136
2019-11-21,45,0,2,0,2019-12-31,0,0,0,960
2017-07-10,830,0,3,0,2019-12-31,0,0,0,21696
2017-07-04,785,0,5,0,2019-12-31,0,0,0,21840
2017-06-18,2141,1,1,0,2019-12-31,0,0,0,22224
2018-07-23,1300,1,2,0,2019-12-31,0,0,0,12624
2015-03-23,2795,1,1,1,2019-05-01,0,1,0,36000
2018-10-13,329,0,2,0,2019-12-31,0,0,0,10656
2017-06-04,2152,1,5,0,2019-12-31,0,0,0,22560
2019-08-18,142,0,1,0,2019-12-31,0,0,0,3240
2017-05-15,1792,1,3,0,2019-12-31,0,0,0,23040
2018-09-07,386,0,4,0,2019-12-31,0,0,0,11520
2018-08-11,492,0,2,0,2019-12-31,0,0,0,12168
2017-07-21,2064,1,2,0,2019-12-31,0,0,0,21432
2016-12-22,1332,0,4,0,2019-12-31,0,0,0,26496
2018-11-09,261,0,1,0,2019-12-31,0,0,0,10008
2015-09-23,1842,0,1,0,2019-12-31,0,0,0,37440
2018-03-07,1588,1,2,0,2019-12-31,0,0,0,15936
2017-05-04,359,0,3,1,2019-04-08,0,0,1,16896
2016-04-28,508,0,4,0,2019-12-31,0,0,0,32208
2015-12-16,1139,0,5,0,2019-12-31,0,0,0,35424
2019-02-26,515,1,5,0,2019-12-31,0,0,0,7392
2015-10-26,1316,0,3,0,2019-12-31,0,0,0,36648
2017-10-29,1369,1,1,0,2019-12-31,0,0,0,19032
2017-11-25,853,0,7,0,2019-12-31,0,0,0,18384
2017-06-06,2108,1,1,0,2019-12-31,0,0,0,22512
2015-09-06,1112,1,5,1,2017-01-11,1,0,0,11832
2015-11-23,1491,0,3,0,2019-12-31,0,0,0,35976
2017-09-21,1172,1,3,0,2019-12-31,0,0,0,19944
2019-05-16,761,1,3,0,2019-12-31,0,0,0,5496
2017-12-17,553,1,4,0,2019-12-31,0,0,0,17856
2016-09-28,1523,1,7,1,2018-07-01,1,0,0,15384
2019-10-18,88,0,2,0,2019-12-31,0,0,0,1776
2017-04-20,783,1,3,0,2019-12-31,0,0,0,23640
2017-08-10,244,1,5,1,2018-04-14,0,0,1,5928
2017-06-11,947,0,4,0,2019-12-31,0,0,0,22392
2019-02-11,424,1,2,0,2019-12-31,0,0,0,7752
2017-05-21,520,0,2,1,2019-01-25,1,0,0,14736
2019-05-22,104,1,2,0,2019-12-31,0,0,0,5352
2018-07-21,164,0,4,1,2018-11-21,0,0,1,2952
2018-08-14,424,0,3,0,2019-12-31,0,0,0,12096
2019-01-30,403,1,5,0,2019-12-31,0,0,0,8040
2017-02-08,1122,1,4,0,2019-12-31,0,0,0,25344
2018-07-09,725,0,2,0,2019-12-31,0,0,0,12960
2016-12-19,213,0,4,0,2019-12-31,0,0,0,26568
2015-05-09,2242,0,3,0,2019-12-31,0,0,0,40728
2018-02-12,1785,1,3,0,2019-12-31,0,0,0,16488
2015-01-15,1496,0,3,0,2019-12-31,0,0,0,43464
2018-05-28,1530,1,5,0,2019-12-31,0,0,0,13968
2016-10-14,1118,0,4,0,2019-12-31,0,0,0,28152
2017-11-20,701,0,3,0,2019-12-31,0,0,0,18504
2017-02-20,1304,0,3,0,2019-12-31,0,0,0,25056
2015-04-23,2200,1,3,1,2019-10-03,0,0,0,38976
2017-03-15,1216,1,1,0,2019-12-31,0,0,0,24504
2019-01-21,369,0,4,0,2019-12-31,0,0,0,8256
2015-05-30,2633,1,2,1,2018-08-31,0,1,0,28536
2016-06-12,2017,0,1,0,2019-12-31,0,0,0,31128
2016-03-29,1574,1,7,1,2018-12-16,1,0,0,23808
2017-07-10,1248,0,5,0,2019-12-31,0,0,0,21696
2015-03-04,329,1,3,1,2015-09-23,0,0,1,4872
2015-07-21,2926,1,2,1,2018-12-28,1,0,0,30144
2019-12-24,12,1,5,0,2019-12-31,0,0,0,168
2019-09-19,95,0,4,0,2019-12-31,0,0,0,2472
2018-07-16,404,0,4,0,2019-12-31,0,0,0,12792
2019-06-22,291,0,2,0,2019-12-31,0,0,0,4608
2017-06-27,1294,0,4,1,2019-10-25,0,0,1,20400
2018-03-17,1657,1,3,0,2019-12-31,0,0,0,15696
2015-02-23,1244,0,3,0,2019-12-31,0,0,0,42528
2016-10-06,739,0,5,0,2019-12-31,0,0,0,28344
2016-12-21,1533,0,2,0,2019-12-31,0,0,0,26520
2015-08-30,1669,0,3,0,2019-12-31,0,0,0,38016
2018-12-20,375,0,2,0,2019-12-31,0,0,0,9024
2017-09-11,897,0,4,0,2019-12-31,0,0,0,20184
2018-11-28,303,0,7,0,2019-12-31,0,0,0,9552
2019-02-16,600,1,5,0,2019-12-31,0,0,0,7632
2018-05-17,680,0,6,0,2019-12-31,0,0,0,14232
2017-03-13,1047,0,2,0,2019-12-31,0,0,0,24552
2019-08-09,290,1,3,0,2019-12-31,0,0,0,3456
2018-12-11,596,1,5,0,2019-12-31,0,0,0,9240
2015-03-06,1530,0,3,1,2019-03-12,0,0,0,35208
2019-11-28,61,1,1,0,2019-12-31,0,0,0,792
2015-09-04,1955,1,3,1,2018-02-24,1,0,0,21696
2015-08-29,1832,1,4,0,2019-12-31,0,0,0,38040
2017-06-18,1757,1,3,1,2019-04-09,1,0,0,15840
2018-10-02,618,0,4,0,2019-12-31,0,0,0,10920
2017-10-18,1510,1,5,1,2019-03-14,1,0,0,12288
2019-10-11,37,0,1,1,2019-11-26,0,0,1,1104
2016-06-26,1515,0,2,0,2019-12-31,0,0,0,30792
2015-07-26,53,0,2,1,2015-09-28,0,0,1,1536
2019-06-04,165,0,4,0,2019-12-31,0,0,0,5040
2019-05-04,340,1,4,0,2019-12-31,0,0,0,5784
2015-02-07,1386,1,2,1,2016-04-16,1,0,0,10416
2015-01-03,2529,1,3,1,2018-03-08,1,0,0,27840
2015-10-11,2938,1,2,1,2019-03-26,1,0,0,30288
2018-07-09,789,1,2,0,2019-12-31,0,0,0,12960
2019-09-23,160,0,6,0,2019-12-31,0,0,0,2376
2018-03-21,601,0,4,0,2019-12-31,0,0,0,15600
2019-01-26,359,0,5,0,2019-12-31,0,0,0,8136
2016-01-06,1571,0,3,0,2019-12-31,0,0,0,34920
2015-04-28,2065,1,7,1,2017-12-28,1,0,0,23400
2015-05-25,2947,1,4,1,2019-12-15,1,0,0,39960
2018-12-22,613,1,4,0,2019-12-31,0,0,0,8976
2019-12-20,10,0,5,0,2019-12-31,0,0,0,264
2018-03-19,1032,0,2,0,2019-12-31,0,0,0,15648
2017-10-28,1250,0,4,0,2019-12-31,0,0,0,19056
2015-06-17,1344,0,5,1,2018-06-05,0,0,1,26016
2015-12-31,972,0,6,1,2019-05-20,0,0,1,29664
2018-03-15,860,1,2,0,2019-12-31,0,0,0,15744
2019-12-01,31,0,2,0,2019-12-31,0,0,0,720
2019-01-26,371,0,3,0,2019-12-31,0,0,0,8136
2019-04-28,292,0,3,0,2019-12-31,0,0,0,5928
2015-10-19,2216,1,3,1,2018-08-12,1,0,0,24672
2017-06-28,1516,0,5,0,2019-12-31,0,0,0,21984
2018-06-29,1097,1,4,0,2019-12-31,0,0,0,13200
2018-12-23,685,1,4,0,2019-12-31,0,0,0,8952
2015-07-17,1123,0,2,0,2019-12-31,0,0,0,39072
2017-10-21,689,0,3,0,2019-12-31,0,0,0,19224
2018-07-05,647,0,2,0,2019-12-31,0,0,0,13056
2016-09-05,1758,0,1,0,2019-12-31,0,0,0,29088
2015-10-25,1139,0,4,0,2019-12-31,0,0,0,36672
2016-10-06,2089,1,2,0,2019-12-31,0,0,0,28344
2016-10-07,1348,0,3,0,2019-12-31,0,0,0,28320
2017-03-10,1051,0,4,0,2019-12-31,0,0,0,24624
2015-09-29,2652,1,6,1,2018-04-07,1,0,0,22104
2015-11-10,1844,1,4,0,2019-12-31,0,0,0,36288
2018-10-14,629,1,2,0,2019-12-31,0,0,0,10632
2017-06-12,109,0,1,0,2019-12-31,0,0,0,22368
2017-03-19,1790,1,5,0,2019-12-31,0,0,0,24408
2019-12-15,14,0,2,0,2019-12-31,0,0,0,384
2018-06-15,595,0,3,0,2019-12-31,0,0,0,13536
2015-04-09,839,0,3,1,2017-02-05,0,0,1,16032
2018-08-28,563,1,3,0,2019-12-31,0,0,0,11760
2017-10-21,1122,1,5,0,2019-12-31,0,0,0,19224
2017-06-28,1107,0,2,0,2019-12-31,0,0,0,21984
2019-03-16,357,0,4,0,2019-12-31,0,0,0,6960
2017-04-26,1275,0,5,0,2019-12-31,0,0,0,23496
2015-12-30,1420,0,4,1,2019-03-22,1,0,0,28272
2018-04-11,1518,1,3,1,2019-12-24,1,0,0,14928
2019-12-08,56,1,3,0,2019-12-31,0,0,0,552
2018-08-11,344,0,3,0,2019-12-31,0,0,0,12168
2015-02-14,1984,0,2,0,2019-12-31,0,0,0,42744
2017-06-19,1266,1,2,1,2018-06-12,1,0,0,8592
2015-10-05,1488,1,3,1,2017-05-05,1,0,0,13872
2018-04-24,679,0,3,0,2019-12-31,0,0,0,14784
2015-02-19,1840,0,1,0,2019-12-31,0,0,0,42624
2018-12-10,454,0,4,0,2019-12-31,0,0,0,9264
2015-02-13,2181,0,5,1,2019-02-04,1,0,0,34848
2018-10-04,570,0,5,0,2019-12-31,0,0,0,10872
2016-02-06,1216,0,3,0,2019-12-31,0,0,0,34176
2019-07-11,447,1,3,0,2019-12-31,0,0,0,4152
2015-04-20,1815,0,2,0,2019-12-31,0,0,0,41184
2015-02-23,1212,0,5,0,2019-12-31,0,0,0,42528
2015-10-20,1949,0,5,1,2019-11-13,1,0,0,35640
2018-03-05,624,0,3,0,2019-12-31,0,0,0,15984
2019-12-11,19,0,3,0,2019-12-31,0,0,0,480
2017-10-22,542,0,3,1,2018-12-25,0,0,1,10296
2017-01-04,1673,0,2,0,2019-12-31,0,0,0,26184
2016-02-09,2755,1,3,1,2019-05-04,1,0,0,28320
2019-08-06,145,0,3,0,2019-12-31,0,0,0,3528
2016-02-17,1550,0,7,0,2019-12-31,0,0,0,33912
2015-03-09,1508,0,3,1,2019-08-31,0,0,0,39264
2018-07-02,536,0,3,0,2019-12-31,0,0,0,13128
2016-10-03,1420,1,2,0,2019-12-31,0,0,0,28416
2016-10-21,1161,0,1,0,2019-12-31,0,0,0,27984
2016-05-18,2102,1,3,0,2019-12-31,0,0,0,31728
2016-12-26,1824,1,2,0,2019-12-31,0,0,0,26400
2019-12-13,17,0,1,0,2019-12-31,0,0,0,432
2018-06-21,1276,1,3,0,2019-12-31,0,0,0,13392
2016-08-18,2092,1,3,1,2018-07-29,1,0,0,17040
2019-05-15,209,0,3,0,2019-12-31,0,0,0,5520
2018-08-08,198,0,4,0,2019-12-31,0,0,0,12240
2019-11-26,34,0,4,0,2019-12-31,0,0,0,840
2018-11-26,361,0,3,0,2019-12-31,0,0,0,9600
2018-11-24,433,0,5,0,2019-12-31,0,0,0,9648
2017-12-20,563,0,2,0,2019-12-31,0,0,0,17784
2019-11-20,47,0,3,0,2019-12-31,0,0,0,984
2016-05-30,1601,0,6,0,2019-12-31,0,0,0,31440
2019-06-29,21,0,5,0,2019-12-31,0,0,0,4440
2018-10-27,398,0,2,0,2019-12-31,0,0,0,10320
2018-02-25,344,0,3,0,2019-12-31,0,0,0,16176
2018-12-30,707,1,2,0,2019-12-31,0,0,0,8784
2018-01-01,985,0,1,0,2019-12-31,0,0,0,17496
2016-01-21,1241,0,5,0,2019-12-31,0,0,0,34560
2019-11-13,42,0,3,0,2019-12-31,0,0,0,1152
2017-12-09,1664,1,6,0,2019-12-31,0,0,0,18048
2015-10-12,2672,1,2,1,2019-10-07,1,0,0,34944
2015-12-07,1096,0,3,0,2019-12-31,0,0,0,35640
2017-08-17,1975,1,5,0,2019-12-31,0,0,0,20784
2018-07-01,572,1,3,0,2019-12-31,0,0,0,13152
2017-11-18,1517,1,6,0,2019-12-31,0,0,0,18552
2016-10-07,2404,1,2,0,2019-12-31,0,0,0,28320
2015-01-18,3304,1,2,1,2019-06-09,0,1,0,38472
2015-08-01,462,0,4,0,2019-12-31,0,0,0,38712
2016-10-23,850,0,2,0,2019-12-31,0,0,0,27936
2018-08-23,820,1,4,0,2019-12-31,0,0,0,11880
2018-03-06,837,0,3,0,2019-12-31,0,0,0,15960
2016-09-07,1153,0,4,0,2019-12-31,0,0,0,29040
2015-01-05,1097,1,1,1,2018-01-14,1,0,0,26520
2019-02-15,468,0,4,0,2019-12-31,0,0,0,7656
2018-03-21,487,0,2,1,2019-11-24,0,0,1,14712
2015-05-24,2054,0,2,0,2019-12-31,0,0,0,40368
2016-12-08,1533,1,4,1,2018-06-17,1,0,0,13344
2015-08-28,1264,0,4,0,2019-12-31,0,0,0,38064
2018-05-10,441,0,4,0,2019-12-31,0,0,0,14400
2016-07-14,781,0,2,0,2019-12-31,0,0,0,30360
2018-10-26,1282,1,3,0,2019-12-31,0,0,0,10344
2018-10-26,434,0,5,0,2019-12-31,0,0,0,10344
2019-08-12,82,0,2,1,2019-11-24,0,0,1,2496
2017-04-11,464,0,4,0,2019-12-31,0,0,0,23856
2015-03-25,1365,0,4,0,2019-12-31,0,0,0,41808
2018-04-21,636,0,2,0,2019-12-31,0,0,0,14856
2017-08-01,1528,1,1,0,2019-12-31,0,0,0,21168
2016-01-21,2329,1,3,1,2019-02-26,1,0,0,27168
2016-04-25,1915,0,4,0,2019-12-31,0,0,0,32280
2015-02-25,1790,0,5,0,2019-12-31,0,0,0,42480
2017-07-23,1261,0,4,0,2019-12-31,0,0,0,21384
2018-03-10,891,1,3,0,2019-12-31,0,0,0,15864
2017-03-30,2303,1,3,1,2019-10-08,1,0,0,22128
2016-12-08,1670,1,3,0,2019-12-31,0,0,0,26832
2015-08-07,1937,0,4,0,2019-12-31,0,0,0,38568
2019-11-05,71,0,2,0,2019-12-31,0,0,0,1344
2015-03-06,1268,0,4,1,2019-04-13,1,0,0,35976
2017-01-16,1414,0,5,0,2019-12-31,0,0,0,25896
2019-11-30,28,0,2,0,2019-12-31,0,0,0,744
2019-03-24,304,0,4,0,2019-12-31,0,0,0,6768
2015-06-19,3790,1,5,0,2019-12-31,0,0,0,39744
2016-04-23,1353,0,1,0,2019-12-31,0,0,0,32328
2018-01-15,510,0,2,0,2019-12-31,0,0,0,17160
2017-01-04,1247,0,7,0,2019-12-31,0,0,0,26184
2015-09-02,2283,0,4,0,2019-12-31,0,0,0,37944
2019-07-26,146,0,3,0,2019-12-31,0,0,0,3792
2019-09-02,335,1,4,0,2019-12-31,0,0,0,2880
2016-05-06,257,1,3,1,2016-09-06,0,0,1,2952
2015-03-12,2581,1,3,1,2017-10-14,1,0,0,22728
2018-01-07,1020,0,3,0,2019-12-31,0,0,0,17352
2015-12-08,1949,0,2,0,2019-12-31,0,0,0,35616
2018-09-05,600,0,5,0,2019-12-31,0,0,0,11568
2015-07-23,1153,0,5,0,2019-12-31,0,0,0,38928
2018-11-14,546,0,4,0,2019-12-31,0,0,0,9888
2017-08-07,871,1,6,0,2019-12-31,0,0,0,21024
2015-06-05,2183,1,4,1,2017-09-29,1,0,0,20328
2016-07-23,1218,0,4,1,2019-01-13,1,0,0,21696
2016-05-11,1813,0,1,0,2019-12-31,0,0,0,31896
2019-12-16,39,1,3,0,2019-12-31,0,0,0,360
2016-10-18,1731,1,4,1,2018-06-17,1,0,0,14568
2017-06-28,914,0,3,0,2019-12-31,0,0,0,21984
2019-09-14,163,1,3,0,2019-12-31,0,0,0,2592
2019-07-17,163,0,4,0,2019-12-31,0,0,0,4008
2018-08-14,740,0,5,0,2019-12-31,0,0,0,12096
2018-12-21,464,1,3,1,2019-06-04,1,0,0,3960
2016-05-02,1034,0,6,0,2019-12-31,0,0,0,32112
2018-10-07,544,0,2,0,2019-12-31,0,0,0,10800
2017-09-16,1395,1,3,0,2019-12-31,0,0,0,20064
2018-06-26,702,1,1,0,2019-12-31,0,0,0,13272
2017-12-27,1308,0,3,0,2019-12-31,0,0,0,17616
2018-01-14,727,0,4,0,2019-12-31,0,0,0,17184
2016-04-30,997,0,3,0,2019-12-31,0,0,0,32160
2016-03-10,1037,1,2,1,2017-02-18,1,0,0,8280
2018-02-02,1776,1,3,0,2019-12-31,0,0,0,16728
2016-10-29,1801,0,3,0,2019-12-31,0,0,0,27792
2019-04-26,96,0,2,0,2019-12-31,0,0,0,5976
2018-05-27,204,0,3,0,2019-12-31,0,0,0,13992
2019-07-27,366,1,3,0,2019-12-31,0,0,0,3768
2015-01-13,2182,1,2,1,2019-10-15,0,0,0,41664
2018-09-05,339,0,5,0,2019-12-31,0,0,0,11568
2015-02-28,1122,0,3,0,2019-12-31,0,0,0,42408
2016-06-17,2318,1,4,0,2019-12-31,0,0,0,31008
2016-09-07,2573,1,2,1,2019-05-07,0,1,0,23328
2018-07-08,1531,1,2,0,2019-12-31,0,0,0,12984
2015-02-26,1379,0,1,0,2019-12-31,0,0,0,42456
2019-04-02,391,1,4,0,2019-12-31,0,0,0,6552
2017-09-22,1021,0,4,0,2019-12-31,0,0,0,19920
2018-09-23,701,0,2,0,2019-12-31,0,0,0,11136
2018-05-28,563,0,2,0,2019-12-31,0,0,0,13968
2017-02-26,803,0,2,0,2019-12-31,0,0,0,24912
2019-01-22,432,0,5,0,2019-12-31,0,0,0,8232
2019-07-01,217,0,3,0,2019-12-31,0,0,0,4392
2019-05-03,280,0,2,0,2019-12-31,0,0,0,5808
2017-01-24,1254,0,6,0,2019-12-31,0,0,0,25704
2018-07-28,450,0,5,0,2019-12-31,0,0,0,12504
2018-10-19,717,1,5,0,2019-12-31,0,0,0,10512
2018-07-15,422,0,1,0,2019-12-31,0,0,0,12816
2016-07-29,1969,1,2,0,2019-12-31,0,0,0,30000
2017-12-22,299,0,3,0,2019-12-31,0,0,0,17736
2016-12-19,773,0,2,0,2019-12-31,0,0,0,26568
2017-07-26,501,1,2,1,2018-03-23,0,0,1,5760
2017-01-05,1413,0,1,0,2019-12-31,0,0,0,26160
2016-01-18,2246,1,4,1,2019-01-18,1,0,0,26304
2019-12-04,62,1,1,0,2019-12-31,0,0,0,648
2019-12-08,65,1,4,0,2019-12-31,0,0,0,552
2019-11-02,46,0,7,0,2019-12-31,0,0,0,1416
2016-01-26,2232,1,4,1,2018-03-17,1,0,0,18744
2016-12-24,1479,0,3,0,2019-12-31,0,0,0,26448
2019-10-11,227,1,2,0,2019-12-31,0,0,0,1944
2017-02-14,470,0,2,1,2017-12-10,0,0,1,7176
2019-02-17,728,1,2,0,2019-12-31,0,0,0,7608
2019-06-08,180,1,3,0,2019-12-31,0,0,0,4944
2019-11-23,90,1,3,0,2019-12-31,0,0,0,912
2017-10-26,987,1,2,0,2019-12-31,0,0,0,19104
2018-11-03,424,0,2,0,2019-12-31,0,0,0,10152
2015-10-10,1973,0,3,0,2019-12-31,0,0,0,37032
2016-09-07,2876,1,3,0,2019-12-31,0,0,0,29040
2019-07-16,219,0,1,0,2019-12-31,0,0,0,4032
2016-11-21,1766,1,4,0,2019-12-31,0,0,0,27240
2017-06-19,685,0,4,0,2019-12-31,0,0,0,22200
2015-06-08,1118,0,2,1,2019-07-21,1,0,0,36096
2016-08-26,1662,0,3,0,2019-12-31,0,0,0,29328
2019-04-02,189,0,5,0,2019-12-31,0,0,0,6552
2016-12-01,766,0,5,0,2019-12-31,0,0,0,27000
2017-08-04,618,0,5,0,2019-12-31,0,0,0,21096
2018-03-26,484,0,3,0,2019-12-31,0,0,0,15480
2017-05-20,2090,1,3,0,2019-12-31,0,0,0,22920
2017-01-12,1149,0,2,0,2019-12-31,0,0,0,25992
2017-08-26,1388,0,2,0,2019-12-31,0,0,0,20568
2019-06-29,248,0,4,0,2019-12-31,0,0,0,4440
2016-04-25,2213,1,4,0,2019-12-31,0,0,0,32280
2018-11-17,903,1,3,0,2019-12-31,0,0,0,9816
2016-09-05,816,0,2,0,2019-12-31,0,0,0,29088
2018-10-20,1247,1,3,0,2019-12-31,0,0,0,10488
2018-11-27,456,0,5,0,2019-12-31,0,0,0,9576
2015-01-22,1722,0,4,1,2017-12-19,0,0,1,25488
2019-07-11,511,1,3,0,2019-12-31,0,0,0,4152
2019-02-22,894,1,2,0,2019-12-31,0,0,0,7488
2017-08-13,1107,0,3,0,2019-12-31,0,0,0,20880
2016-02-16,918,0,3,0,2019-12-31,0,0,0,33936
2017-12-25,1359,1,4,0,2019-12-31,0,0,0,17664
2017-03-27,1474,0,6,0,2019-12-31,0,0,0,24216
2017-12-16,983,1,4,0,2019-12-31,0,0,0,17880
2016-03-30,1219,1,4,1,2017-05-15,1,0,0,9864
2017-11-15,661,0,2,0,2019-12-31,0,0,0,18624
2017-04-15,1807,1,2,0,2019-12-31,0,0,0,23760
2017-01-08,2309,1,2,0,2019-12-31,0,0,0,26088
2015-01-17,1799,0,2,0,2019-12-31,0,0,0,43416
2018-08-01,1361,1,1,0,2019-12-31,0,0,0,12408
2015-07-26,1916,0,3,0,2019-12-31,0,0,0,38856
2018-10-19,252,0,4,0,2019-12-31,0,0,0,10512
2019-08-02,296,1,5,0,2019-12-31,0,0,0,3624
2017-11-27,316,1,1,1,2018-05-17,0,0,1,4104
2015-11-24,986,0,4,0,2019-12-31,0,0,0,35952
2018-07-19,593,0,5,0,2019-12-31,0,0,0,12720
2015-06-15,3244,1,3,1,2019-10-20,0,1,0,38112
2016-06-03,1851,0,3,0,2019-12-31,0,0,0,31344
2019-01-29,1108,1,3,0,2019-12-31,0,0,0,8064
2017-11-18,348,0,2,0,2019-12-31,0,0,0,18552
2017-03-22,1247,1,2,0,2019-12-31,0,0,0,24336
2018-08-31,615,0,3,0,2019-12-31,0,0,0,11688
2017-05-29,1988,1,4,0,2019-12-31,0,0,0,22704
2017-04-15,1797,1,3,1,2019-11-06,0,0,1,22440
2016-07-23,394,0,5,1,2017-09-06,0,0,1,9840
2017-04-02,759,0,3,0,2019-12-31,0,0,0,24072
2016-03-23,2566,1,2,1,2019-03-20,0,1,0,26208
2016-08-09,1797,0,7,1,2019-10-19,1,0,0,27984
2019-07-08,517,1,2,0,2019-12-31,0,0,0,4224
2018-08-01,1165,1,4,0,2019-12-31,0,0,0,12408
2016-04-12,2856,1,2,0,2019-12-31,0,0,0,32592
